Folder Path,Original Name,View Link,Direct Image Link
dress images/T,02.jpg,https://drive.google.com/file/d/1CGd-h4lvsZf9Hzhj2uYEaf7oezXugZS8/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1CGd-h4lvsZf9Hzhj2uYEaf7oezXugZS8
dress images/T,01.jpg,https://drive.google.com/file/d/1l50-b9i2pssSVI9Js7Cl4cr8c9svsGn5/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1l50-b9i2pssSVI9Js7Cl4cr8c9svsGn5
dress images/VN,31.jpg,https://drive.google.com/file/d/1LmyApUTxsi3UhE1YXTd9QxPbdT04UmZf/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1LmyApUTxsi3UhE1YXTd9QxPbdT04UmZf
dress images/VN,30.jpg,https://drive.google.com/file/d/1Ev9m6REdWeiyRNX9mC7jiKfeXS8W4C7c/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1Ev9m6REdWeiyRNX9mC7jiKfeXS8W4C7c
dress images/VN,29.jpg,https://drive.google.com/file/d/1aFZxApCNvDXAZhHQu9XhJlqwMk3XRAbo/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1aFZxApCNvDXAZhHQu9XhJlqwMk3XRAbo
dress images/VN,28.jpg,https://drive.google.com/file/d/1tn6NVIbEX_k3TMhZUQpnitwzoMrbcgsg/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1tn6NVIbEX_k3TMhZUQpnitwzoMrbcgsg
dress images/VN,27.jpg,https://drive.google.com/file/d/15CqHY2QmECP3X260z6nwttXOdqN8juc1/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=15CqHY2QmECP3X260z6nwttXOdqN8juc1
dress images/VN,26.jpg,https://drive.google.com/file/d/1LOJIi9Ap3J4dJFq7j2M_Y6nniHV3-TTK/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1LOJIi9Ap3J4dJFq7j2M_Y6nniHV3-TTK
dress images/VN,25.jpg,https://drive.google.com/file/d/1SNmV-Tu3wLp1pJKhxLmVfB43ev_q_Iqa/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1SNmV-Tu3wLp1pJKhxLmVfB43ev_q_Iqa
dress images/VN,24.jpg,https://drive.google.com/file/d/1qicMvaB6n4rfaQ--TNER4H27Pl-u1MEC/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1qicMvaB6n4rfaQ--TNER4H27Pl-u1MEC
